ID,Date,HomeTeam,AwayTeam,FTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA,VCH,VCD,VCA
767,2013-12-15,Napoli,Inter,H,1.91,3.5,4,1.91,3.5,3.9,2,3.3,3.6,1.9,3.5,4,1.95,3.2,4.2,1.95,3.6,4.1
768,2013-12-15,Parma,Cagliari,D,1.8,3.6,4.33,1.83,3.4,4.5,1.8,3.4,4.35,1.85,3.4,4.33,1.91,3.4,4,1.87,3.6,4.75
769,2013-12-15,Udinese,Torino,A,1.91,3.4,4,1.95,3.3,4,1.9,3.35,3.9,1.9,3.4,4,2,3.2,4,1.95,3.4,4.5
770,2013-12-16,Milan,Roma,D,2.3,3.3,3.1,2.35,3.3,3,2.2,3.25,3.15,2.3,3.3,3,2.38,3.2,3,2.3,3.4,3.3
771,2013-12-21,Cagliari,Napoli,D,3.5,3.4,2.05,3.8,3.5,1.95,3.6,3.3,2,3.75,3.5,1.9,3.6,3.2,2.1,3.8,3.5,2.05
772,2013-12-21,Livorno,Udinese,A,3.1,3.1,2.4,3.1,3.1,2.4,2.85,3.2,2.4,3,3.2,2.4,2.9,3.1,2.5,3.2,3.2,2.5
773,2013-12-22,Atalanta,Juventus,A,7.5,4.2,1.44,7.25,4.2,1.45,7.3,4.4,1.4,7,4.33,1.44,7.5,4.2,1.44,8.5,4.2,1.45
774,2013-12-22,Bologna,Genoa,H,2.1,3.25,3.5,2.05,3.25,3.7,2,3.3,3.6,2.15,3.25,3.4,2.15,3.2,3.5,2.15,3.3,3.9
775,2013-12-22,Inter,Milan,H,2.63,3.3,2.63,2.5,3.3,2.75,2.5,3.3,2.65,2.5,3.3,2.75,2.7,3.1,2.7,2.75,3.3,2.62
776,2013-12-22,Roma,Catania,H,1.22,6.5,11,1.25,5.5,11.5,1.25,6,9,1.22,6,13,1.25,5.5,13,1.25,6.5,15
777,2013-12-22,Sampdoria,Parma,D,2.5,3.2,2.88,2.55,3.1,2.85,2.35,3.2,2.95,2.4,3.25,2.9,2.6,3.1,2.8,2.55,3.2,3.1
778,2013-12-22,Sassuolo,Fiorentina,A,4.33,3.4,1.85,4.4,3.5,1.8,4.5,3.5,1.75,4.5,3.6,1.75,4.33,3.2,1.91,4.2,3.6,1.95
779,2013-12-22,Torino,Chievo,H,1.83,3.3,4.75,1.75,3.5,4.75,1.8,3.5,4.2,1.8,3.4,4.5,1.83,3.1,5,1.87,3.4,5
780,2013-12-22,Verona,Lazio,H,2.7,3.2,2.63,2.75,3.2,2.55,2.6,3.2,2.6,2.75,3.3,2.5,2.7,3.1,2.7,3,3.25,2.6
781,2014-01-05,Chievo,Cagliari,D,2.38,3,3.25,2.3,3.1,3.25,2.3,3.1,3.1,2.3,3.1,3.25,2.4,3.1,3.1,2.45,3.1,3.4
782,2014-01-05,Fiorentina,Livorno,H,1.33,4.75,10,1.31,5,9.75,1.3,5,9,1.33,5,9,1.33,4.8,10,1.33,5.5,10
783,2014-01-05,Juventus,Roma,H,1.67,3.75,5,1.65,3.9,5,1.7,3.6,4.7,1.66,3.75,5,1.7,3.4,5.5,1.7,3.75,5.5
784,2014-01-06,Catania,Bologna,H,2.1,3.2,3.6,2.15,3.2,3.5,2.2,3.15,3.25,2.15,3.2,3.5,2.15,3.1,3.6,2.15,3.25,3.9
785,2014-01-06,Genoa,Sassuolo,H,2.1,3.3,3.5,2,3.3,3.8,2,3.3,3.6,2.05,3.3,3.75,2.15,3.1,3.6,2.15,3.3,3.7
786,2014-01-06,Lazio,Inter,H,2.4,3.3,2.88,2.55,3.3,2.7,2.6,3.2,2.6,2.6,3.3,2.62,2.5,3,3,2.5,3.3,3
787,2014-01-06,Milan,Atalanta,H,1.44,4.2,7.5,1.45,4.25,7,1.45,4,7,1.5,4,7,1.44,4,8,1.45,4.4,8.5
788,2014-01-06,Napoli,Sampdoria,H,1.36,4.75,8,1.35,5,8.25,1.4,4.4,7.3,1.4,4.5,8,1.4,4.2,9,1.4,5,9.5
789,2014-01-06,Parma,Torino,H,2.05,3.3,3.6,2.05,3.25,3.7,2.1,3.2,3.4,2.05,3.3,3.6,2.1,3.1,3.8,2.1,3.3,3.9
790,2014-01-06,Udinese,Verona,A,1.8,3.4,4.75,1.83,3.5,4.25,1.8,3.5,4.2,1.86,3.4,4,1.83,3.3,4.5,1.85,3.5,4.8
791,2014-01-11,Bologna,Lazio,D,3.1,3.1,2.38,3,3.2,2.4,2.85,3.2,2.4,3,3.25,2.37,3,3,2.5,3.25,3.12,2.45
792,2014-01-11,Livorno,Parma,A,3,3.2,2.38,3,3.25,2.35,2.8,3.2,2.45,2.9,3.25,2.4,3,3,2.5,3.2,3.25,2.45
793,2014-01-12,Atalanta,Catania,H,1.85,3.4,4.33,1.87,3.4,4.25,1.8,3.5,4.2,1.85,3.4,4.33,1.95,3.1,4.33,1.95,3.4,4.4
794,2014-01-12,Cagliari,Juventus,A,7,4.33,1.44,7.5,4.33,1.42,7.3,4.4,1.4,7.5,4.2,1.44,8,4,1.44,8.5,4.3,1.45
795,2014-01-12,Roma,Genoa,H,1.36,4.5,9,1.35,4.75,8.5,1.4,4.4,7.3,1.36,4.5,9.5,1.36,4.33,10,1.36,4.6,10
796,2014-01-12,Sassuolo,Milan,H,5,3.6,1.7,5,3.6,1.7,4.7,3.6,1.7,4.8,3.6,1.75,5.5,3.2,1.75,5.25,3.6,1.75
797,2014-01-12,Torino,Fiorentina,D,2.8,3.3,2.5,2.85,3.2,2.5,3,3.2,2.3,2.8,3.25,2.5,2.9,3,2.62,3,3.3,2.55
798,2014-01-12,Verona,Napoli,A,3.8,3.5,1.95,3.9,3.4,1.95,3.3,3.3,2.1,3.75,3.5,1.95,3.8,3.2,2.05,3.75,3.5,2.05
799,2014-01-13,Inter,Chievo,D,1.44,4.33,7,1.42,4.33,7.5,1.4,4.4,7.3,1.44,4.33,7,1.44,4,8,1.45,4.4,8
800,2014-01-13,Sampdoria,Udinese,H,2.38,3.2,3,2.5,3.1,2.95,2.3,3.2,3,2.4,3.2,3,2.5,3,3,2.55,3.2,3.1
801,2014-01-18,Juventus,Sampdoria,H,1.17,6.5,17,1.17,7,14,1.17,6.5,14,1.18,6.5,17,1.18,6.5,17,1.2,7,22
802,2014-01-18,Roma,Livorno,H,1.18,6.5,15,1.17,6.75,15.5,1.2,6,12,1.18,6.5,15,1.2,6,15,1.2,7,21
803,2014-01-19,Atalanta,Cagliari,H,2.45,3.1,3,2.35,3.1,3.2,2.2,3,3.4,2.37,3.1,3.2,2.25,3.2,3.3,2.5,3.2,3.2
804,2014-01-19,Bologna,Napoli,D,5,3.75,1.67,5,3.8,1.65,4.7,3.6,1.7,5,3.75,1.66,5,3.8,1.67,5.5,3.8,1.73
805,2014-01-19,Catania,Fiorentina,A,3.6,3.4,2.05,3.8,3.3,2,3.7,3.35,1.95,3.6,3.3,2.05,3.6,3.4,2.05,4,3.4,2.1
806,2014-01-19,Chievo,Parma,A,2.8,3.1,2.6,2.8,3,2.65,2.6,3.2,2.6,2.8,3.1,2.6,2.9,3,2.6,2.9,3.1,2.8
807,2014-01-19,Genoa,Inter,H,3.9,3.4,1.95,4,3.3,1.95,3.6,3.3,2,3.6,3.5,2,3.8,3.3,2,4,3.4,2
808,2014-01-19,Milan,Verona,H,1.44,4.33,7,1.45,4.33,6.75,1.42,4.4,7.2,1.44,4.33,7,1.5,4,7,1.45,4.5,7.5
809,2014-01-19,Sassuolo,Torino,A,2.7,3.2,2.6,2.7,3.2,2.6,2.75,3.2,2.5,2.75,3.3,2.5,2.8,3.3,2.5,2.9,3.3,2.62
810,2014-01-19,Udinese,Lazio,A,2.5,3.1,2.9,2.5,3.1,2.9,2.3,3.2,3,2.4,3.2,3,2.4,3.1,3.1,2.55,3.2,3.12
811,2014-01-25,Lazio,Juventus,D,4.75,3.6,1.73,5,3.7,1.7,4.6,3.6,1.72,4.8,3.6,1.72,5.5,3.3,1.73,5.4,3.6,1.75
812,2014-01-25,Napoli,Chievo,D,1.29,5.25,10,1.26,5.5,11,1.27,5.2,10,1.28,5,11,1.3,5,11,1.3,5.25,12
813,2014-01-26,Cagliari,Milan,A,3.8,3.3,2,4.1,3.4,1.91,3.8,3.45,1.9,4.2,3.5,1.85,4,3.3,1.95,4.1,3.4,2
814,2014-01-26,Inter,Catania,D,1.33,4.75,9.5,1.35,4.75,8.5,1.33,4.8,8.3,1.36,4.8,8,1.36,4.5,9,1.364,5,10.5
815,2014-01-26,Livorno,Sassuolo,H,2.4,3.1,3.1,2.4,3.1,3.1,2.2,3.2,3.2,2.25,3.2,3.25,2.4,3,3.2,2.45,3.2,3.25
816,2014-01-26,Parma,Udinese,H,2,3.3,3.8,1.87,3.4,4.25,1.9,3.45,3.8,1.91,3.4,4,2,3.2,4,2.05,3.3,4.1
817,2014-01-26,Sampdoria,Bologna,D,1.75,3.4,5,1.75,3.5,4.75,1.75,3.5,4.5,1.8,3.4,4.5,1.8,3.25,5,1.833,3.4,5.25
818,2014-01-26,Torino,Atalanta,H,1.75,3.4,5,1.75,3.6,4.6,1.8,3.4,4.4,1.8,3.5,4.5,1.8,3.25,5,1.8,3.5,5.25
819,2014-01-26,Verona,Roma,A,4.75,3.6,1.75,4.6,3.7,1.72,4.5,3.5,1.75,4.6,3.6,1.75,5,3.4,1.75,4.8,3.75,1.75
820,2014-01-26,Fiorentina,Genoa,D,1.33,4.75,10,1.33,5,9,1.35,4.8,7.6,1.36,4.8,8.5,1.36,4.5,9,1.364,5,10.5
821,2014-02-01,Bologna,Udinese,A,2.5,3.1,2.9,2.6,3,2.85,2.5,3.1,2.8,2.5,3.1,2.87,2.7,3,2.8,2.75,3.2,2.9
822,2014-02-01,Cagliari,Fiorentina,H,3.25,3.2,2.25,3.2,3.25,2.25,3.3,3.3,2.1,3.3,3.3,2.2,3.3,3.1,2.3,3.3,3.3,2.38
823,2014-02-01,Milan,Torino,D,1.6,3.8,5.75,1.57,3.8,6,1.6,3.7,5.4,1.65,3.75,5.5,1.67,3.3,6,1.57,3.8,5.5
824,2014-02-02,Atalanta,Napoli,H,4.33,3.4,1.85,4.2,3.7,1.8,4,3.45,1.85,4.2,3.5,1.83,4.5,3.3,1.85,4.2,3.6,1.92
825,2014-02-02,Catania,Livorno,D,1.91,3.4,4,1.91,3.4,4,2,3.3,3.6,1.9,3.4,4,1.91,3.2,4.33,1.92,3.4,4.5
826,2014-02-02,Chievo,Lazio,A,3.1,3.1,2.4,3,3.1,2.45,3,3.2,2.3,3.1,3.2,2.3,3,3,2.5,3.3,3.1,2.45
827,2014-02-02,Sassuolo,Verona,A,2.38,3.2,3,2.4,3.2,3,2.3,3.3,2.9,2.37,3.3,2.9,2.4,3.1,3.1,2.4,3.25,3.12
828,2014-02-02,Juventus,Inter,H,1.4,4.5,7.5,1.42,4.5,7.25,1.47,4,6.6,1.44,4.33,7,1.44,4,8,1.45,4.75,7.5
829,2014-02-03,Genoa,Sampdoria,A,2.5,3.2,2.88,2.6,3.1,2.8,2.5,3.1,2.8,2.45,3.2,2.87,2.7,3,2.8,2.55,3.2,3.1
830,2014-02-08,Fiorentina,Atalanta,H,1.44,4.33,7,1.42,4.4,7.25,1.4,4.4,7.3,1.44,4.33,7,1.5,3.6,8,1.5,4.4,7.5
831,2014-02-08,Napoli,Milan,H,2,3.4,3.75,1.91,3.5,3.9,2.1,3.3,3.3,1.95,3.4,3.8,2.05,3.1,4,2.1,3.4,3.7
832,2014-02-08,Udinese,Chievo,H,1.83,3.4,4.5,1.8,3.5,4.5,1.8,3.5,4.2,1.83,3.4,4.5,1.91,3.1,4.5,1.87,3.4,5
833,2014-02-09,Lazio,Roma,D,3.75,3.4,2,3.9,3.4,1.95,3.6,3.3,2,3.5,3.4,2.05,4,3.2,2,4,3.4,2.05
834,2014-02-09,Livorno,Genoa,A,2.4,3.2,3,2.4,3.2,3,2.5,3.1,2.8,2.5,3.25,2.8,2.4,3.1,3.1,2.45,3.2,3.3
835,2014-02-09,Parma,Catania,D,1.57,3.6,6.5,1.55,3.9,6,1.5,4,6.1,1.6,3.75,6,1.57,3.4,7.5,1.57,4,6.5
836,2014-02-09,Sampdoria,Cagliari,H,2.1,3.25,3.5,2.1,3.1,3.7,2,3.3,3.6,2.1,3.2,3.6,2.2,3,3.6,2.2,3.3,3.7
837,2014-02-09,Torino,Bologna,A,1.57,3.75,6,1.57,3.8,6,1.6,3.7,5.4,1.61,3.6,6,1.67,3.25,6.5,1.67,3.75,6.25
838,2014-02-09,Verona,Juventus,D,8,4.5,1.4,7.5,4.5,1.4,7.3,4.4,1.4,8,4.5,1.4,10,4,1.4,9,4.75,1.4
839,2014-02-09,Inter,Sassuolo,H,1.33,4.75,10,1.35,4.75,8.75,1.35,4.8,7.6,1.36,5,7.5,1.4,4,10,1.4,4.8,9.5
840,2014-02-14,Milan,Bologna,H,1.33,5,9,1.33,5,9,1.4,4.4,7.3,1.4,4.5,8,1.36,4.5,9,1.36,5,10
841,2014-02-15,Fiorentina,Inter,A,2.1,3.4,3.4,2,3.4,3.7,2,3.3,3.6,2.15,3.4,3.3,2.15,3.2,3.6,2.15,3.4,3.7
842,2014-02-16,Atalanta,Parma,A,2.5,3.25,2.8,2.55,3.1,2.85,2.4,3.2,2.85,2.4,3.2,3,2.62,2.9,3,2.7,3.25,2.9
843,2014-02-16,Cagliari,Livorno,A,1.75,3.4,5,1.72,3.5,5,1.75,3.5,4.5,1.75,3.4,5,1.8,3.3,5,1.8,3.6,5.25
844,2014-02-16,Catania,Lazio,H,3.3,3.2,2.25,3.2,3.2,2.25,3.2,3.2,2.2,3.4,3.25,2.2,3.4,3,2.3,3.5,3.25,2.3
845,2014-02-16,Genoa,Udinese,D,2.75,3.1,2.63,2.7,3.1,2.7,2.6,3.2,2.6,2.75,3.2,2.6,2.8,3,2.7,2.9,3.2,2.7
846,2014-02-16,Juventus,Chievo,H,1.14,7.5,17,1.12,8,19.5,1.17,6.5,14,1.14,7.5,19,1.17,7,17,1.17,8,22
847,2014-02-16,Sassuolo,Napoli,A,6,3.8,1.57,6,3.9,1.55,6.1,4,1.5,5.5,4,1.6,6,3.6,1.62,6,4,1.57
848,2014-02-16,Roma,Sampdoria,H,1.33,5,9,1.35,5,8.25,1.3,5,9,1.33,5,9,1.36,4.5,9.5,1.36,5,10.5
849,2014-02-17,Verona,Torino,A,2.3,3.3,3.1,2.5,3.2,2.85,2.4,3.2,2.85,2.4,3.3,2.9,2.5,3.1,3,2.5,3.3,3
850,2014-02-22,Bologna,Roma,A,7,4,1.5,7,3.9,1.5,5.4,3.7,1.6,6.5,4.2,1.5,6.5,4.2,1.5,7.5,4.2,1.5
851,2014-02-23,Chievo,Catania,H,2.15,3.1,3.6,2.2,3.1,3.5,2.1,3.2,3.4,2.1,3.2,3.6,2.2,3,3.6,2.2,3.25,3.75
852,2014-02-23,Inter,Cagliari,D,1.44,4.2,7.5,1.4,4.25,8.5,1.4,4.4,7.3,1.44,4.33,7,1.44,4,8,1.45,4.5,8
853,2014-02-23,Juventus,Torino,H,1.22,6,12,1.25,5.5,11.5,1.25,5.5,10.3,1.25,5.5,12,1.3,5,11,1.29,6,12
854,2014-02-23,Livorno,Verona,A,2.38,3.25,3,2.45,3.2,2.9,2.4,3.3,2.75,2.37,3.3,2.9,2.5,3,3,2.4,3.25,3.2
855,2014-02-23,Sampdoria,Milan,A,3.2,3.2,2.3,3.2,3.25,2.25,3.2,3.2,2.2,3,3.25,2.37,3.1,3.1,2.4,3.3,3.25,2.4
856,2014-02-23,Udinese,Atalanta,D,1.75,3.4,5,1.75,3.5,4.75,1.75,3.5,4.5,1.8,3.5,4.5,1.83,3.2,5,1.83,3.5,5.2
857,2014-02-23,Lazio,Sassuolo,H,1.44,4.2,7.5,1.45,4,7.75,1.4,4.4,7.3,1.44,4.33,7,1.5,3.6,8,1.45,4.2,8
858,2014-02-24,Napoli,Genoa,D,1.29,5,12,1.26,5.5,11,1.33,5,8,1.33,5,9,1.3,5,11,1.3,5.4,13
859,2014-02-24,Parma,Fiorentina,D,2.4,3.2,3,2.4,3.25,2.95,2.6,3.2,2.6,2.5,3.3,2.75,2.5,3,3,2.55,3.25,3
860,2014-03-01,Roma,Inter,D,1.62,3.8,5.5,1.67,4,5.25,1.7,3.6,4.7,1.66,3.75,5,1.7,3.2,6,1.7,3.7,6
861,2014-03-02,Atalanta,Chievo,H,2.05,3.25,3.75,2,3.1,4.1,2,3.2,3.75,2.05,3.25,3.75,2.1,3,4,2.15,3.1,4.2
862,2014-03-02,Cagliari,Udinese,H,2.38,3.2,3,2.45,3.1,3,2.4,3.2,2.85,2.4,3.2,3,2.5,3,3,2.55,3.12,3.2
863,2014-03-02,Fiorentina,Lazio,A,1.91,3.3,4.2,1.95,3.5,4.2,1.8,3.5,4.2,1.8,3.5,4.5,1.91,3.2,4.33,1.92,3.4,4.75
864,2014-03-02,Genoa,Catania,H,2.1,3.25,3.6,2.05,3.3,4,1.95,3.3,3.8,2.1,3.3,3.5,2.1,3.1,3.8,2.1,3.3,4.1
865,2014-03-02,Livorno,Napoli,D,6,4,1.53,6,3.9,1.55,5.6,3.9,1.55,6,4,1.57,6.5,3.5,1.6,6.5,4.1,1.6
866,2014-03-02,Milan,Juventus,A,3.6,3.5,2,3.6,3.5,2.1,3.2,3.2,2.2,3.4,3.4,2.1,4,3,2.1,4.1,3.4,2.05
867,2014-03-02,Sassuolo,Parma,A,3.5,3.4,2.05,3.3,3.4,2.15,3.6,3.3,2,3.5,3.3,2.1,3.5,3.1,2.2,3.4,3.4,2.15
868,2014-03-02,Torino,Sampdoria,A,1.83,3.25,4.75,1.91,3.25,4.33,1.95,3.3,3.8,1.91,3.4,4,1.95,3.1,4.33,1.95,3.3,4.75
869,2014-03-02,Verona,Bologna,D,1.91,3.5,4,1.85,3.4,4.33,1.9,3.45,3.8,1.95,3.5,3.8,2,3.2,4,2,3.4,4.33
870,2014-03-08,Catania,Cagliari,D,2.2,3.25,3.3,2.2,3.2,3.4,2.2,3.2,3.2,2.2,3.25,3.3,2.3,3.2,3.2,2.3,3.12,3.7
871,2014-03-08,Udinese,Milan,H,3,3.25,2.38,2.95,3.3,2.35,2.85,3.2,2.4,3.1,3.3,2.3,2.9,3.1,2.5,3.1,3.2,2.55
872,2014-03-09,Bologna,Sassuolo,D,1.91,3.4,4,1.9,3.3,4.2,1.85,3.45,4,1.95,3.4,3.8,2,3.2,4,2,3.4,4.33
873,2014-03-09,Chievo,Genoa,H,2.1,3.2,3.6,2.2,3.1,3.5,2.2,3.2,3.2,2.25,3.2,3.25,2.2,3,3.6,2.25,3.12,3.75
874,2014-03-09,Inter,Torino,H,1.57,4,5.5,1.5,4.25,6,1.55,3.9,5.6,1.53,4,6,1.62,3.6,6,1.6,4.1,6.5
875,2014-03-09,Juventus,Fiorentina,H,1.4,4.6,7.5,1.4,4.5,7.5,1.42,4.1,7.4,1.4,4.5,7.5,1.4,4.5,8,1.4,4.8,9.5
876,2014-03-09,Lazio,Atalanta,A,1.57,3.8,6,1.6,3.6,6.25,1.6,3.7,5.4,1.61,3.8,5.5,1.67,3.5,5.5,1.65,3.75,6.5
877,2014-03-09,Napoli,Roma,H,2.2,3.3,3.3,2.3,3.3,3.1,2.2,3.2,3.2,2.37,3.3,2.9,2.38,3.2,3,2.38,3.4,3.3
878,2014-03-09,Parma,Verona,H,1.73,3.7,4.6,1.72,3.6,4.75,1.8,3.5,4.2,1.72,3.75,4.5,1.73,3.6,4.75,1.73,3.8,5.25
879,2014-03-09,Sampdoria,Livorno,H,1.75,3.4,5,1.75,3.4,5,1.75,3.5,4.5,1.8,3.5,4.5,1.83,3.4,4.5,1.8,3.5,5.4
880,2014-03-15,Verona,Inter,A,3.25,3.4,2.15,3.5,3.3,2.1,3.3,3.3,2.1,3.25,3.4,2.15,3.5,3.2,2.15,3.75,3.4,2.15
881,2014-03-16,Atalanta,Sampdoria,H,2.25,3.2,3.3,2.4,3,3.2,2.2,3,3.4,2.25,3.1,3.4,2.4,3,3.2,2.4,3.12,3.5
882,2014-03-16,Cagliari,Lazio,A,2.75,3.1,2.63,2.7,3.1,2.7,2.5,3.2,2.75,2.7,3.2,2.7,2.8,3,2.7,2.9,3.1,2.8
883,2014-03-16,Fiorentina,Chievo,H,1.53,4,6,1.5,3.9,7,1.45,4,7,1.5,4,7,1.57,3.5,7,1.53,4.1,8
884,2014-03-16,Genoa,Juventus,A,7,4.33,1.44,8.75,4.2,1.4,7.3,4.4,1.4,8,4.33,1.44,8,4,1.44,9.5,4.6,1.44
885,2014-03-16,Livorno,Bologna,H,2.2,3.2,3.4,2.25,3.2,3.25,2.2,3.2,3.2,2.25,3.2,3.25,2.3,3,3.4,2.3,3.12,3.7
886,2014-03-16,Milan,Parma,A,1.8,3.6,4.33,1.83,3.6,4.2,1.85,3.45,4,1.8,3.6,4.5,1.85,3.3,4.5,1.85,3.6,4.8
887,2014-03-16,Sassuolo,Catania,H,2.2,3.2,3.4,2.25,3.1,3.4,2.2,3.2,3.2,2.25,3.2,3.25,2.3,3,3.4,2.3,3.12,3.7
888,2014-03-17,Roma,Udinese,H,1.36,4.5,9.5,1.4,4.5,7.5,1.35,4.8,7.6,1.4,4.5,8,1.44,4,8.5,1.4,4.6,10
889,2014-03-17,Torino,Napoli,A,3.4,3.3,2.15,3.4,3.3,2.15,3.6,3.3,2,3.4,3.4,2.15,3.4,3,2.3,3.5,3.4,2.25
890,2014-03-22,Chievo,Roma,A,6.5,3.6,1.57,6,3.7,1.6,5.1,3.6,1.65,6,3.75,1.61,6.5,3.4,1.62,7,3.8,1.62
891,2014-03-22,Torino,Livorno,H,1.62,3.6,6,1.6,3.7,6,1.7,3.6,4.7,1.66,3.6,5.5,1.62,3.6,6,1.62,3.75,7
892,2014-03-23,Bologna,Cagliari,H,2.3,3.1,3.25,2.35,3,3.3,2.2,3.15,3.25,2.3,3.1,3.4,2.4,3,3.2,2.4,3,3.6
893,2014-03-23,Catania,Juventus,A,8,4.5,1.4,9,4.6,1.35,7.6,4.8,1.35,8.5,4.5,1.4,8,4,1.44,10,4.6,1.4
894,2014-03-23,Inter,Atalanta,A,1.44,4.2,7.5,1.45,4.2,7.25,1.55,3.9,5.6,1.5,4,7,1.5,3.6,8,1.5,4.2,8.5
895,2014-03-23,Lazio,Milan,D,2.5,3.2,2.88,2.4,3.2,3,2.3,3.3,2.9,2.37,3.3,3,2.5,3,3,2.5,3.3,3.12
896,2014-03-23,Napoli,Fiorentina,A,1.83,3.5,4.33,1.85,3.6,4,1.9,3.45,3.8,1.9,3.5,4,1.85,3.3,4.5,1.83,3.6,4.6
897,2014-03-23,Parma,Genoa,D,1.57,3.75,6,1.6,3.7,6,1.7,3.6,4.7,1.61,3.75,5.5,1.67,3.3,6,1.65,3.75,6.5
898,2014-03-23,Sampdoria,Verona,H,2,3.3,3.8,2.05,3.2,3.8,1.95,3.25,3.9,2.1,3.3,3.5,2.05,3.1,4,2,3.4,4.33
899,2014-03-23,Udinese,Sassuolo,H,1.62,3.6,6,1.6,3.7,6,1.6,3.7,5.4,1.6,3.75,6,1.62,3.4,6.5,1.62,3.8,7
900,2014-03-25,Roma,Torino,H,1.4,4.5,8,1.4,4.5,7.5,1.37,4.6,7.5,1.4,4.5,8,1.4,4.5,8,1.4,4.6,10.5
901,2014-03-26,Atalanta,Livorno,H,1.83,3.4,4.5,1.78,3.4,4.75,1.75,3.5,4.5,1.8,3.5,4.5,1.8,3.5,4.6,1.85,3.5,5
902,2014-03-26,Cagliari,Verona,H,2.1,3.25,3.5,2.05,3.25,3.7,2.1,3.2,3.4,2.1,3.2,3.6,2.1,3.25,3.6,2.15,3.25,4
903,2014-03-26,Catania,Napoli,A,4.75,3.6,1.75,4.5,3.7,1.75,4.7,3.6,1.7,4.8,3.6,1.72,4.6,3.5,1.8,5.2,3.6,1.8
904,2014-03-26,Chievo,Bologna,H,2.1,3,4,2.1,2.9,4.1,2.1,3.15,3.45,2.15,3,3.75,2.15,2.8,4.2,2.15,3,4.33
905,2014-03-26,Fiorentina,Milan,A,2.2,3.3,3.25,2.2,3.4,3.2,2.1,3.3,3.3,2.2,3.4,3.2,2.25,3.3,3.2,2.25,3.25,3.7
906,2014-03-26,Genoa,Lazio,H,3,3.2,2.4,2.9,3.1,2.5,2.6,3.2,2.6,2.87,3.2,2.5,3,3.1,2.45,3.2,3.1,2.55
907,2014-03-26,Juventus,Parma,H,1.33,5,9,1.3,5,10,1.35,4.8,7.6,1.33,5,9,1.33,4.5,10,1.33,5.2,11
908,2014-03-26,Sassuolo,Sampdoria,A,2.6,3.2,2.75,2.7,3,2.8,2.85,3.2,2.4,2.7,3.2,2.62,2.62,3.2,2.75,2.8,3.1,2.9
909,2014-03-27,Inter,Udinese,D,1.67,3.75,5,1.65,3.7,5.25,1.6,3.7,5.4,1.66,3.75,5.5,1.67,3.6,5.5,1.7,3.75,6
910,2014-03-29,Bologna,Atalanta,A,2.3,3.1,3.25,2.4,3,3.2,2.3,3.1,3.1,2.3,3.2,3.1,2.4,3.1,3.1,2.45,3,3.4
911,2014-03-29,Milan,Chievo,H,1.4,4.5,8,1.4,4.5,7.5,1.4,4.4,7.3,1.44,4.2,7.5,1.44,4,8,1.44,4.5,9.5
912,2014-03-30,Lazio,Parma,H,2.1,3.3,3.5,2.1,3.3,3.5,2.2,3.2,3.2,2.1,3.3,3.5,2.2,3.1,3.5,2.2,3.2,3.9
913,2014-03-30,Napoli,Juventus,H,2.8,3.3,2.5,2.65,3.4,2.55,3,3.2,2.3,2.9,3.3,2.4,2.75,3.1,2.62,2.9,3.3,2.62
914,2014-03-30,Sampdoria,Fiorentina,D,2.88,3.2,2.5,2.75,3.25,2.55,2.6,3.2,2.6,2.9,3.3,2.4,2.8,3.1,2.6,3,3.12,2.7
915,2014-03-30,Sassuolo,Roma,A,7,3.75,1.53,6.25,4,1.53,7,4,1.45,7,4.2,1.44,6,3.75,1.57,7,4,1.57
916,2014-03-30,Torino,Cagliari,H,1.85,3.4,4.33,1.87,3.2,4.5,1.8,3.4,4.3,1.83,3.4,4.33,1.91,3.1,4.5,1.91,3.4,4.8
917,2014-03-30,Verona,Genoa,H,2.2,3.2,3.4,2.2,3.1,3.5,2.2,3.15,3.25,2.2,3.2,3.4,2.25,3.1,3.4,2.25,3.3,3.6
918,2014-03-31,Livorno,Inter,D,4,3.5,1.91,4.1,3.4,1.91,3.8,3.45,1.9,4,3.4,1.9,4.5,3.1,1.91,4.5,3.5,1.92
919,2014-03-31,Udinese,Catania,H,1.73,3.5,5,1.65,3.7,5.25,1.65,3.6,5.1,1.72,3.5,5,1.75,3.2,5.5,1.73,3.6,6
920,2014-04-02,Roma,Parma,H,1.4,4.75,7,1.4,4.5,7.5,1.4,4.4,7.3,1.4,4.5,7.5,1.44,4,8,1.45,4.75,8
921,2014-04-05,Chievo,Verona,A,2.38,3.1,3.1,2.4,3.1,3.1,2.2,3.1,3.3,2.25,3.2,3.25,2.5,3,3.1,2.45,3.1,3.4
922,2014-04-05,Inter,Bologna,D,1.36,4.5,9,1.35,4.75,8.75,1.45,4,7,1.4,4.5,8,1.4,4.33,9,1.36,4.6,11
923,2014-04-06,Atalanta,Sassuolo,A,1.8,3.6,4.33,1.7,3.6,5,1.7,3.6,4.7,1.8,3.5,4.5,1.8,3.3,5,1.85,3.5,5
924,2014-04-06,Cagliari,Roma,A,6,3.6,1.62,5.75,3.6,1.62,5.4,3.7,1.6,5,3.6,1.7,6,3.4,1.67,6.5,3.7,1.67
925,2014-04-06,Catania,Torino,A,2.5,3.2,2.88,2.6,3.1,2.8,2.5,3.25,2.7,2.5,3.2,2.8,2.62,3,2.9,2.7,3.12,3
